@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'Swear spend my life on the phone to @VodafoneUK 2months bills been £1300 £115 £144 £80 when meant2b £76 and now payment gone missin #cheers',financial
'@VodafoneUK Every month my m.I.L rings u up cos youve messed up her bills. Was promised 100% it would be sorted this month well guess what!',financial
'@VodafoneUK it has been every were around England',other
'@VodafoneUK I know 😮 I’m using an iPhone 7 on your SIM only plan.',phone_services
'@VodafoneUK I cant seem to do anything internet wise :(. If I open messenger I get no network available etc.',internet
'@VodafoneUK Seems to be nw5 and N20 area of London.. can you check the status in this area to see if there is an outage ?',other
'@VodafoneUK is there a way for me to contract retentions direct?',financial
'@VodafoneUK Seems to be working ok now. Havent had to change my pin. Random!!',other
'@VodafoneUK Marlborough, SN8 down again but no reported issue.  Any update you can provide would be good https://t.co/cIlO7Arkjc',customer_service
'#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles https://t.co/RbUJd9J8k4 https://t.co/ob7oK4ahvB',phone_services
'@VodafoneUK Cant ring or call from me phone, Vodafone cant do anything about it. What next?',phone_services
'In 18 months, @vodafoneUKs EA program earned over 30M impressions. Learn how in @Dynamic_Signals next… https://t.co/dlWBmtZNrf',signal
'@VodafoneUK Why waste everyones time? ive had to resolve this over the phone. Why pretend there wasnt a MASSIVE i… https://t.co/zquwjN1EI3',phone_services
'@Phonemast @benwood @VodafoneUK @CBS_Business @PedroClarke1 The tidy package bit doesnt get enough recognition.… https://t.co/CJrxk165wS',phone_services
'RT @Scernow: Potential customers of @VodafoneUK who lie and rip off their current customers should read this; https://t.co/wnpkZxdQX3',customer_service
'@VodafoneUK I have been trying to sort this out since July &amp; I just get messed about. Money Saving Expert have warned customers about this.',customer_service
'@VodafoneUK And this is why I am leaving, your only sorry I am leaving not that I have waited over an hour!',other
'@VodafoneUK Stop chatting rubbish https://t.co/k1LxyK0kAk',other
'Heres why @VodafoneUK won’t consider is #quotas.#HR #HRnews https://t.co/CRvMjIcQ50',other
'@VodafoneUK you have overcharged me by £311. Since July you have repeatedly overcharged me. Your customer service is a joke. #thieves',customer_service
'@realDonaldTrump @IntlCrimCourt @jeffsessions @NobelPrize @PulitzerPrize @antonioguterres @mikewaltercgtn… https://t.co/0zXLcvVr83',other
'@VodafoneUK @GVelotta You Still owe me money. You refunded money due but then took more money out. thieves',financial
'@VodafoneUK @davejenni1 You Still owe me money. You refunded money due but then took more money out. thieves',financial
'RT @Selkie: Hi @VodafoneUK: I upgraded my phone in Aug and it stopped working in Sep. I got in touch before 30-day period, was told phone w…',phone_services
'@markydeedrop @benwood @VodafoneUK @CBS_Business @PedroClarke1 Porthcurno!',other
'@VodafoneUK You Still owe me money. You refunded money due but then took more money out. thieves',financial
'@VodafoneUK Im Been having troubles with my internet',internet
'RT @kevinpaterson_: Just had this voicemail from @VodafoneUK greaaaaat customer service 🙃👍🏻 https://t.co/1t4LStYFdX',customer_service
'. @VodafoneUK I have just upgraded on the phone but have been put on a different plan to the one I was sold. What do I do now?',phone_services
'@VodafoneUK All sorted now',other
'@VodafoneUK Reception is back, dropped earlier and only 2 dots now',other
'RT @CSWnews: PARTNER: @VodafoneUK enables direct interactions between citizens and govt through a range of channels. Full report: https://t…',other
'Todays #TMT news in Europe: @arqiva eyes £1.5B #IPO; @VodafoneUK to block #MEO, #TVI deal  https://t.co/jhSOqa6Hov… https://t.co/6kLEXXAkS9',other
'PARTNER: @VodafoneUK enables direct interactions between citizens and govt through a range of channels. Full report… https://t.co/GYNem5Ka1I',other
'@PhillippaLee29 @VodafoneUK Whats wrong with the billing?',financial
'PARTNER: @VodafoneUK enables direct interactions between citizens and govt through a range of channels. Full report… https://t.co/XR0qf78zE9',other
'@VodafoneUK Done',other
'Since doing the iOS upgrade I have received 106 of these texts!!!!!!@VodafoneUKhelp @VodafoneUK https://t.co/3Cx6CiwPFM',other
'RT @VodafoneUK: @swanny Hi Leila. This is really disappointing to hear. Have you managed to get help with your query? Chazz',other
'London: @VodafoneUK taking a lead in the voice discipline https://t.co/oYBPe4XuCz #mobilebenchmark2017 #pbmuk17… https://t.co/Ptqi3WFuMT',signal
'@VodafoneUK im thinking of jumping ship from @O2 . Im on 5gb of data and unlimited messages and calls. 47 quid a month. Can you beat it? 1/2',other
'RT @iainwoodward38: @VodafoneUK Still no service so it hasnt been resolved...get it sorted been without service since 1700 yesterday!',customer_service
'@VodafoneUK As usual you arent listening I have tried all the links you send and you say we will sort this out then dont get back to me.',other
'RT @VodafoneUK: @mexy7777 The issue have been resolved now, services are returning to normal. Nate',customer_service
'@VodafoneUK Still no service so it hasnt been resolved...get it sorted been without service since 1700 yesterday!',customer_service
'@VodafoneUK @StathisPr I still have no signal and no response by you....!!!!!!!!!',signal
'Так вы мне ответите сегодня или как? @Vodafone_UA @VodafoneUK',other
'@VodafoneUK That’s really amazing customer service - thanks. I have DM his name/number. Anytime after 5.30pm today… https://t.co/J7gjFpK1m4',customer_service
'@VodafoneUK Okay, so you didnt contact them. At all. No email, post or text. Now what?? Do they get refund for pay… https://t.co/0iSbrcSRpQ',other
'so @VodafoneUK any chance of compensation?',other
'@VodafoneUK All mobile providers are total rip off merchants! Why are you so expensive? why are you all so greedy?… https://t.co/tbSJShrNJg',phone_services
'Vodaphone uk,  shocking service tonight waited for a response on live chat to get some pac codes waited 1 hour 40 minutes @VodafoneUK',customer_service
'@VodafoneUK Put on hold again then gave up. Next call did callback, my phone didn’t ring but had a missed call from… https://t.co/X0NthDLFrH',phone_services
'@ProlapsedNun @VodafoneUK Yeeeeees bruuuuuv 😂😂',other
'RT @UK_SPF: Slides from Plenary now up! Insight from @smithinst, @VodafoneUK &amp;  @PlumConsulting and work programme updates =&gt; https://t.co/…',other
'@lenka_stejskal @VodafoneUK This is why I have never gone with Vodafone. They were on watchdog not so long ago with crap customer service',customer_service
'As a British customer of a British company is too much to ask to talk to someone who bloody well understands what Im saying?! @VodafoneUK',customer_service
'@H0metruth @VodafoneUK Ive had complete lack of service on my mobile for last 2 hours in 2 separate counties 😩',customer_service
'@VodafoneUK Now it seems like someone has picked up but is not speaking?',other
'@VodafoneUK Not getting any network coverage for 2 hours now. No calls, text or data. Is your network down?',internet
'@VodafoneUK Any idea why I have zero signal???',signal
'@VodafoneUK How can I still be on hold? 1hour 10 minutes.. https://t.co/hDxMTS1xBm',other
'@StuartYoung @VodafoneUK Working OK in Upper Sydenham.',other
'@VodafoneUK @BrokenBarnet Except they have no chat advisors available !!!',internet
'RT @mattgubbins: Anybody else in London been having problems with @VodafoneUK signal recently? Trying to work out if its my phone or netwo…',internet
'@VodafoneUK Hello, is anyone in at any of your call centres..?? I honestly can’t take anymore of ‘September Song’ o… https://t.co/jbzM33W8sG',other
'@VodafoneUK my mobile_data will not connect and I have little to no service. Please help?',customer_service
'@VodafoneUK Tried that. Seemed to have happened to many of your customers. It has resolved itself whatever you guys… https://t.co/AX5w8w80jS',customer_service
'@VodafoneUK Was having to go through all the ones until they answered as the stupid robot doesnt understand Englis… https://t.co/jOp4Pz5dIe',other
'@VodafoneUK It’s not even the first time it’s happened, same thing happened before a few days ago',other
'@VodafoneUK @Matt_Elvy Just keep cutting &amp; pasting the same tweet &amp; ignoring how many people are reporting problems 🙄🙄',other
'@VodafoneUK Are you serious? Really? Do a search for Vodafone &amp; youll see lots of tweets from people having no sig… https://t.co/0o2uOVAKNX',other
'@VodafoneUK Issue was on my mobile not wifi. It started working after about an hour. Looking on Twitter it seems a… https://t.co/h0fllPhk3b',internet
'@VodafoneUK @Sweetcheeks7688 So its a complete coincidence so many of us are reporting a lack of service? 🙄🙄🙄🙄',customer_service
'@VodafoneUK @HelenHarper8 So its a complete coincidence so many of us are reporting a lack of service? 🙄🙄🙄🙄',customer_service
'@VodafoneUK Its back but weak af. Ive got 2g/3g but no 4g',other
'@JenineCreaney @VodafoneUK Mine appears to be ok! Happened to me in August and said due works in the area🤔',other
'@rox_1990 @VodafoneUK Their FB page is full of customers reporting problems 😡',customer_service
'@rox_1990 @VodafoneUK 😂😂😂😂 we aren’t aware of any problems. The fact loads of people had no service should tell you everything!',customer_service
'@VodafoneUK Spare/replacement phone to use. The people who work in your Kidderminster shop have tried to help but h… https://t.co/mjJ6LtSYfK',phone_services
'@VodafoneUK The phone they had returned after nearly 3 weeks that still didnt work, even though I am out of the co… https://t.co/bFpC5vobZO',phone_services
'@VodafoneUK @rox_1990 So its a complete coincidence so many of us are reporting a lack of service? 🙄🙄🙄🙄',customer_service
'@VodafoneUK As my current phone is playing up - is there a chance we can make the call via skype and would it be po… https://t.co/vSsLO9R1Ae',phone_services
'@Phil9616 @VodafoneUK No you make no sense',other
'I think @VodafoneUK has an outage in the Crystal Palace area. No Service for 15 minutes now, others reporting the same thing.',customer_service
'@VodafoneUK I keep getting “no service” on my phone. My wife’s signal is fine and she’s sitting next to me. Any ideas?',customer_service
'@VodafoneUK any chance of some help with my phone. Says no service Constantly. Live chat doesn’t work on WiFi. How do I contact you ?!?',internet
'@Phil9616 @VodafoneUK Not them me 😩😩your hard work',other
'@VodafoneUK No service (mobile reception) for the past hour. Is there a general issue?',customer_service
'@VodafoneUK service in Edinburgh is down...',customer_service
'no signal for past hour @VodafoneUK whats going on?',signal
'@VodafoneUK is there a problem with your network? No signal for last 1/2 hour! ☹️',internet
'@VodafoneUK is the network down in Harrow? Can’t get signal',internet
'@VodafoneUK Hi..is there a problem with the network at the moment? My phone is saying no service',internet
'@tweeky_2 @VodafoneUK Chocolate tear drops sounds tasty',other
'@VodafoneUK Is there a network outage across London? I’ve been without signal for about 30 mins and others on Twitt… https://t.co/DYfadHR17f',internet
'No service on @VodafoneUK 😡😡 and yes we have paid my bill',customer_service
'@bigwillymasonis @VodafoneUK My bff just said hers has played up all day',other
'@VodafoneUK live chat still not loaded it says connection unavailable even though can search on internet',internet
'@VodafoneUK Ive got no service at home and your Chat function online is down. what do I do?',internet
'@VodafoneUK I went back into@VodafoneUK Feltham and Anthony helped me out he was very helpful and finally got it so… https://t.co/G9nCxUiKmP',other
'@VodafoneUK can you sort your signal issues out please. no service or 3G',customer_service
